-0.15,0,5,0,0
-0.156048387096774,0,5,0,0
-0.162096774193548,0,5,0,0
-0.168145161290323,0,5,0,0
-0.174193548387097,0,5,0,0
-0.180241935483871,0,5,0,0
-0.186290322580645,0,5,0,0
-0.192338709677419,0,5,0,0
-0.198387096774194,0,5,0,0
-0.204435483870968,0,5,0,0
-0.210483870967742,0,0,10,7
-0.216532258064516,0,0,10,7
-0.22258064516129,0,0,10,7
-0.228629032258065,0,0,10,7
-0.234677419354839,0,0,10,7
-0.240725806451613,0,0,10,7
-0.246774193548387,0,0,10,7
-0.252822580645161,0,0,10,7
-0.258870967741935,0,0,10,7
-0.26491935483871,0,0,10,7
-0.270967741935484,0,0,10,7
-0.277016129032258,0,0,10,7
-0.283064516129032,0,0,10,7
-0.289112903225806,0,0,10,7
-0.295161290322581,0,0,10,7
-0.301209677419355,0,0,10,7
-0.307258064516129,0,0,10,7
-0.313306451612903,0,0,10,7
-0.319354838709677,0,0,10,7
-0.325403225806452,0,0,10,7
-0.331451612903226,0,0,10,7
-0.3375,0,0,10,7
-0.343548387096774,0,0,10,7
-0.349596774193548,0,0,10,7
-0.355645161290323,0,0,10,7
-0.361693548387097,0,0,10,7
-0.367741935483871,0,0,10,7
-0.373790322580645,0,0,10,7
-0.379838709677419,0,0,10,7
-0.385887096774194,0,0,10,7
-0.391935483870968,0,0,10,7
-0.397983870967742,0,0,10,7
-0.404032258064516,0,0,10,7
-0.41008064516129,0,0,10,7
-0.416129032258065,0,0,10,7
-0.422177419354839,0,0,10,7
-0.428225806451613,0,0,10,7
-0.434274193548387,0,0,10,7
-0.440322580645161,0,0,10,7
-0.446370967741936,0,0,10,7
-0.45241935483871,0,0,10,7
-0.458467741935484,0,0,10,7
-0.464516129032258,0,0,10,7
-0.470564516129032,0,0,10,7
-0.476612903225806,0,0,10,7
-0.482661290322581,0,0,10,7
-0.488709677419355,0,0,10,7
-0.494758064516129,0,0,10,7
-0.500806451612903,0,0,10,7
-0.506854838709677,0,0,10,7
-0.512903225806452,0,0,10,7
-0.518951612903226,0,0,10,7
-0.525,0,0,10,7
-0.531048387096774,0,0,10,7
-0.537096774193548,0,0,10,7
-0.543145161290323,0,0,10,7
-0.549193548387097,0,0,10,7
-0.555241935483871,0,0,10,7
-0.561290322580645,0,0,10,7
-0.567338709677419,0,0,10,7
-0.573387096774194,0,0,10,7
-0.579435483870968,0,0,10,7
